"gene_name","module","color","kME_pink","kME_grey","kME_black","kME_magenta","kME_turquoise","kME_green","kME_blue","kME_brown","kME_yellow","kME_purple","kME_salmon","kME_red","kME_greenyellow","kME_tan"
"Bend6","grey","grey",0.0055597517841666,0.0885672940348484,0.0565777365097037,0.0579231858809559,0.0725695610211313,0.0493288875846311,-0.0188422455015269,-0.0229754456763541,-0.0412876094353847,0.0323297833193742,0.0549625937685374,0.0462934477531931,0.0894894899860845,0.04429536459466
"Dst","grey","grey",-0.00743087676807143,0.227543624274311,0.107077623903951,0.0739249385668501,0.122942322702855,0.0369473383424472,0.00414703236344749,-0.144536506123014,-0.110962579903846,0.044177280817838,0.0266453918284813,0.0686584387318541,0.12648091684579,0.0617796723672126
"Ccdc115","grey","grey",-0.00195959799251253,-0.0109510130325997,-0.0132474239095353,-0.00966202932906697,0.0278517810981416,0.00625110058304421,-0.029688148463905,0.0232278400274531,0.00181575598849828,-0.0321768666094405,0.00413438251259274,0.0316682644351083,0.011745581146684,0.0342582492188892
"Imp4","grey","grey",-0.0202615877361387,-0.0194602308271436,0.00519575577980587,0.00479977844920407,0.0364347643572032,0.0146606318463156,-0.0436805999198377,-0.0132777860318076,-0.0332344912209763,-0.023572903955649,0.00921501385749698,0.00699207957431681,0.0169594902832998,-0.00519052709157689
"Amer3","grey","grey",0.0205522285383921,0.0356237617294403,0.014366734938813,0.0217621006642678,-0.02497616252659,0.0210096079488015,0.0300365159900161,-0.00464081195242526,0.0295006058537389,0.0397089113074733,0.0155276143781294,-0.00112745845114451,0.014435766054131,0.000323075290779371
"Arhgef4","grey","grey",-0.00397430587775956,0.0409036566620381,0.0479500611661597,0.0347882430300394,0.0108968323220768,0.0218141290923217,0.0140696417524959,0.0278809659851448,0.0238276228795453,0.0521569812452097,0.0172480675198564,-0.00940407202438522,0.0408215792365794,-0.0167054087581291
"Fam168b","grey","grey",0.0352345084458352,0.00835124717407356,-0.009646448731037,0.00460339848699166,-0.0333320449802511,0.0266571328004937,0.0390800940438272,0.0460556840381888,0.0466301143869775,0.0103129182538774,-0.012212174151755,-0.027933458444708,-0.0102977640472493,-0.0133934909038848
"Plekhb2","grey","grey",0.0234076611616669,0.0086720562533811,-0.00597474443202732,-0.0112815174788937,-0.0453997687449984,-0.00402735955946554,0.0449639304488665,0.0988886197836225,0.10302631402661,0.0206090177155726,-0.010439138259681,-0.00509287203275369,-0.0156773375313549,-0.012312190222659
"Hs6st1","grey","grey",0.00671239840890843,0.030450580700997,-0.0650105218593773,-0.0842363015020526,-0.0149406248142814,-0.00704748941202573,0.0357894720158406,0.0244282381332933,0.0522143890070491,-0.0507237326700618,0.00813433159443159,0.0397462198835298,-0.0288101794798101,0.012063682896204
"Uggt1","grey","grey",0.0103584004361881,0.0514993462534302,0.0142779530474101,0.0120386733196168,-0.00871441819869202,0.0217158057122622,0.0237296924184898,-0.0430977322338701,-0.0112503041408085,0.0265141621555715,-0.0160345130113569,-0.00275456515385432,0.0180420982193842,-0.00508600731441
"4930403P22Rik","grey","grey",-0.00858012465031431,-0.0350104134419644,-0.0261139491925314,-0.0236845319439808,-0.0325134357057132,-0.0310651109412813,0.0156945596538963,-0.00532954526048333,0.0131674563316846,-0.00676221150769706,0.00995122796080925,-0.00961326570411569,-0.0181468078493171,-0.0253316716143253
"Kansl3","grey","grey",0.0402631161447142,0.0973396671046518,-0.00897471158463259,0.0251397126714703,0.041064072506389,0.0448973239793528,0.0289507070163069,-0.00655963926694305,-0.0128220487182218,-0.00789168037355907,-0.00655996677831212,0.00706747871051385,0.0080635095912891,0.0528632768097148
"Lman2l","grey","grey",0.0496097127376517,0.0266214555514561,0.0126517002899175,0.0421901371544342,-0.00514345957414541,0.0426761485721368,0.0212512407781261,-0.0100359586111011,0.015313094528463,0.0278609490053866,-0.025590170372007,-0.0236188169284917,-0.00679414757802687,0.0117092286761438
"Cnnm4","grey","grey",0.0557484849463825,0.0560730158733285,-0.05582228519435,-0.0276665691621919,-0.0243643534046815,-0.0184603789457927,0.0542545121102294,0.00898851210224985,0.0635109414321563,-0.0281404626192029,-0.0435823405753884,-0.00449270375911086,-0.0483242571995114,0.0586498178747715
"Cnnm3","grey","grey",0.0106745129663873,0.00427025649464687,-0.0118229351530529,-0.0112453627312812,-0.0441381221142802,-0.0233930716451153,0.0476874593207845,0.0138982839755448,0.0485758145609003,0.0192264871786696,-0.0275732724461512,-0.0125349472119893,-0.0350231165603578,-0.0120062870829222
"Sema4c","grey","grey",0.015303000224809,-0.00308773658564065,0.0428552322347284,0.0476068428669797,-0.017425764847854,0.0173912600664881,0.0107889765377833,0.0170709010363827,0.0192794956973595,0.0439242609826467,-0.0232098256496973,-0.0406562435576944,0.00336965303136955,-0.0183382544520499
"Cox5b","brown","brown",-0.0742761590727411,-0.0842232607889876,-0.0422488846573796,-0.0856178123136583,0.0422240167207501,-0.0359506293271933,-0.0792329524328073,0.300859447899444,0.139859030198037,-0.0939924348726305,0.0133631639151799,0.0514495618206717,-0.00508551812111603,0.00479464586329426
"Actr1b","salmon","salmon",-0.0554940040724341,0.0806342970126174,0.0378615396096523,-0.025523914765067,0.0723516238748704,0.00851372427863637,-0.0235262634348933,0.0253317655551801,-0.0134784736770538,-0.0202707307544787,0.0999044275847315,0.0961640463019292,0.094518690658043,-0.002273967116211
"4933424G06Rik","grey","grey",0.0519407511614992,0.0501337134072947,0.00378196078958171,0.0329041592447231,-0.0235792142448129,-0.00136185290272424,0.0571734721239504,-0.00424930458719933,0.0156295374119087,0.0409071361084131,-0.053317687537283,-0.0411605827802391,-0.0280125445265259,0.0311395012735922
