gene_name,kME
Tmie,0.0930251449751689
Nfx1,0.0923020717035539
Rbm5,0.0920823936948101
Rnf38,0.0907308673686176
Hnrnpu,0.0905877414702571
Abca5,0.0901258257232067
Gm26836,0.0897929413961381
Rabl6,0.0887997431718874
Foxo3,0.0883004282070274
Arcn1,0.087756394231672
Kdm5b,0.0876887624507943
Iqcg,0.087598599423942
Wdr60,0.0872553330290821
Kdm5c,0.0869783994989883
Ipo5,0.0867013226963844
Gm10629,0.0863283096426709
Errfi1,0.0861569657620634
Rock2,0.0860844514071239
Phf20l1,0.0860315910073284
Kdm3a,0.0848432213565499
Coq3,0.0845218291402874
Tm9sf2,0.083527612757508
Csnk1a1,0.0834137304316739
Gm28609,0.0833732901444722
Fgfr1op2,0.0827678312735595
Ndfip1,0.0827172675798006
Ss18l1,0.0821161661442969
Ankrd13c,0.0819590112183153
Rab21,0.0818074175214879
Spire1,0.0815313890791196
Dguok,0.0814267614811157
Nlk,0.08076406497722
Rab31,0.080264541607592
Creb1,0.0793303548696378
Rec114,0.0787270908780434
Mafg,0.078640957236779
Ing4,0.0786040103631998
Gm16068,0.0785254899836994
Abi1,0.0764342335555199
Rif1,0.0759965857454794
Zfp329,0.0751168251692442
Dyrk1a,0.0746597308160025
Ncoa5,0.0734805751089629
Snx14,0.0731485887477082
Prkd2,0.0718990998750791
Stk40,0.0694432076904477
Tpm3,0.0683495581127227
Ythdf3,0.0678739132779903
Krit1,0.0675003935370411
Polq,0.0669065563912072
Edc3,0.066208651074107
Ccdc92b,0.0661919282652551
Kat7,0.0657540475638468
Zfp512,0.0652409746878198
Syt12,0.0646712259861412
Trim39,0.0646601730229254
Kiz,0.0644686651201233
Zfp641,0.0636992074498827
Txndc16,0.0633489921981404
Mmab,0.0622718875973973
Rsf1os2,0.0599399479801957
N4bp2l1,0.055588722280472
Irak1,0.054444510993616
Cog8,0.0532436274546814
Gm32036,0.0509094620053398
Trpc1,0.049317596434547
Kpna4,0.0474391817171557
Kdm6b,0.0467464218334732
2010111I01Rik,0.0440703109983415
Phkg1,0.0423603627227491
Vps26a,0.0405369880649449
Ccdc62,0.0351024692677396
Marf1,0.0305816194376821
Slc7a6os,0.0290217960880759
Elmsan1,0.0210651663012634
Fam171b,0.0139553308306358
Jmjd1c,0.0130979131890181
